17.2,4.0,2021-04-13 18:24:11,
17.2,4.0,2021-04-13 18:29:51,
14.5,3.9,2021-04-13 18:35:31,
17.15,3.9,2021-04-13 18:41:12,
13.7,3.8,2021-04-13 18:46:52,
12.3,3.7,2021-04-13 18:52:32,
15.5,4.3,2021-04-13 18:58:12,
13.85,4.3,2021-04-13 19:03:52,
18.6,4.1,2021-04-13 19:09:32,
16.1,4.1,2021-04-13 19:15:13,
22.4,4.6,2021-04-13 19:20:53,
17.45,4.4,2021-04-13 19:26:33,
16.45,4.5,2021-04-13 19:32:13,
17.65,4.95,2021-04-13 19:37:53,
22.8,4.5,2021-04-13 19:43:34,
28.25,4.5,2021-04-13 19:49:14,
21.9,4.5,2021-04-13 19:54:54,
15.7,4.8,2021-04-13 20:00:34,
20.75,4.6,2021-04-13 20:06:14,
20.05,4.35,2021-04-13 20:11:54,
27.6,4.7,2021-04-13 20:17:35,
22.55,4.5,2021-04-13 20:23:15,
17.1,4.0,2021-04-13 20:28:55,
15.35,4.2,2021-04-13 20:34:35,
17.45,4.0,2021-04-13 20:40:15,
18.0,4.7,2021-04-13 20:45:56,
24.05,5.2,2021-04-13 20:51:36,
40.6,6.0,2021-04-13 20:57:16,
31.9,4.8,2021-04-13 21:02:56,
25.1,4.7,2021-04-13 21:08:36,
16.6,5.4,2021-04-13 21:14:16,
15.75,4.9,2021-04-13 21:19:57,
14.85,4.35,2021-04-13 21:25:37,
18.2,4.3,2021-04-13 21:31:17,
17.95,4.4,2021-04-13 21:36:57,
15.2,4.4,2021-04-13 21:42:37,
19.9,4.45,2021-04-13 21:48:17,
18.45,4.1,2021-04-13 21:53:58,
18.7,4.1,2021-04-13 21:59:38,
13.9,3.8,2021-04-13 22:05:18,
15.15,3.85,2021-04-13 22:10:58,
14.65,3.9,2021-04-13 22:16:38,
