date_time,location,indicator,value,unit
2021-04-07T12:22:51Z,husk,pm2.5,9.85,uq_m3
2021-04-07T12:22:51Z,husk,pm10,34.15,uq_m3
2021-04-07T12:28:31Z,husk,pm2.5,12.3,uq_m3
2021-04-07T12:28:31Z,husk,pm10,44.15,uq_m3
2021-04-07T12:34:11Z,husk,pm2.5,7.5,uq_m3
2021-04-07T12:34:11Z,husk,pm10,26.75,uq_m3
2021-04-07T12:39:51Z,husk,pm2.5,2.7,uq_m3
2021-04-07T12:39:51Z,husk,pm10,9.5,uq_m3
2021-04-07T12:45:31Z,husk,pm2.5,1.7,uq_m3
2021-04-07T12:45:31Z,husk,pm10,6.6,uq_m3
2021-04-07T12:51:11Z,husk,pm2.5,1.5,uq_m3
2021-04-07T12:51:11Z,husk,pm10,4.8,uq_m3
2021-04-07T12:56:51Z,husk,pm2.5,1.2,uq_m3
2021-04-07T12:56:51Z,husk,pm10,2.35,uq_m3
2021-04-07T13:02:32Z,husk,pm2.5,1.4,uq_m3
2021-04-07T13:02:32Z,husk,pm10,3.2,uq_m3
2021-04-07T13:08:12Z,husk,pm2.5,1.5,uq_m3
2021-04-07T13:08:12Z,husk,pm10,4.8,uq_m3
2021-04-07T13:13:52Z,husk,pm2.5,1.5,uq_m3
2021-04-07T13:13:52Z,husk,pm10,8.75,uq_m3
2021-04-07T13:19:32Z,husk,pm2.5,1.3,uq_m3
2021-04-07T13:19:32Z,husk,pm10,6.4,uq_m3
2021-04-07T13:25:12Z,husk,pm2.5,1.4,uq_m3
2021-04-07T13:25:12Z,husk,pm10,5.8,uq_m3
2021-04-07T13:30:52Z,husk,pm2.5,1.6,uq_m3
2021-04-07T13:30:52Z,husk,pm10,8.1,uq_m3
2021-04-07T13:36:33Z,husk,pm2.5,1.6,uq_m3
2021-04-07T13:36:33Z,husk,pm10,5.7,uq_m3
2021-04-07T13:42:13Z,husk,pm2.5,1.2,uq_m3
2021-04-07T13:42:13Z,husk,pm10,2.7,uq_m3
2021-04-07T13:47:53Z,husk,pm2.5,1.05,uq_m3
2021-04-07T13:47:53Z,husk,pm10,2.35,uq_m3
2021-04-07T13:53:33Z,husk,pm2.5,1.4,uq_m3
2021-04-07T13:53:33Z,husk,pm10,4.75,uq_m3
2021-04-07T13:59:13Z,husk,pm2.5,1.1,uq_m3
2021-04-07T13:59:13Z,husk,pm10,4.05,uq_m3
2021-04-07T14:04:53Z,husk,pm2.5,1,uq_m3
2021-04-07T14:04:53Z,husk,pm10,3.55,uq_m3
2021-04-07T14:10:34Z,husk,pm2.5,1,uq_m3
2021-04-07T14:10:34Z,husk,pm10,3.75,uq_m3
2021-04-07T14:16:14Z,husk,pm2.5,0.9,uq_m3
2021-04-07T14:16:14Z,husk,pm10,3.4,uq_m3
2021-04-07T14:21:54Z,husk,pm2.5,0.9,uq_m3
2021-04-07T14:21:54Z,husk,pm10,4.95,uq_m3
2021-04-07T14:27:34Z,husk,pm2.5,0.8,uq_m3
2021-04-07T14:27:34Z,husk,pm10,4.4,uq_m3
2021-04-07T14:33:14Z,husk,pm2.5,0.65,uq_m3
2021-04-07T14:33:14Z,husk,pm10,3.65,uq_m3
2021-04-07T14:38:55Z,husk,pm2.5,0.8,uq_m3
2021-04-07T14:38:55Z,husk,pm10,4.4,uq_m3
2021-04-07T14:44:35Z,husk,pm2.5,0.7,uq_m3
2021-04-07T14:44:35Z,husk,pm10,5.4,uq_m3
2021-04-07T14:50:15Z,husk,pm2.5,0.8,uq_m3
2021-04-07T14:50:15Z,husk,pm10,4.1,uq_m3
2021-04-07T14:55:55Z,husk,pm2.5,1.2,uq_m3
2021-04-07T14:55:55Z,husk,pm10,4.8,uq_m3
2021-04-07T15:01:35Z,husk,pm2.5,1.05,uq_m3
2021-04-07T15:01:35Z,husk,pm10,2.6,uq_m3
2021-04-07T15:07:15Z,husk,pm2.5,1,uq_m3
2021-04-07T15:07:15Z,husk,pm10,4.75,uq_m3
2021-04-07T15:12:56Z,husk,pm2.5,0.8,uq_m3
2021-04-07T15:12:56Z,husk,pm10,3.25,uq_m3
2021-04-07T15:18:36Z,husk,pm2.5,0.6,uq_m3
2021-04-07T15:18:36Z,husk,pm10,2.5,uq_m3
2021-04-07T15:24:16Z,husk,pm2.5,0.5,uq_m3
2021-04-07T15:24:16Z,husk,pm10,1.1,uq_m3
2021-04-07T15:29:56Z,husk,pm2.5,0.6,uq_m3
2021-04-07T15:29:56Z,husk,pm10,2.85,uq_m3
2021-04-07T15:35:36Z,husk,pm2.5,0.65,uq_m3
2021-04-07T15:35:36Z,husk,pm10,3.4,uq_m3
2021-04-07T15:41:17Z,husk,pm2.5,0.8,uq_m3
2021-04-07T15:41:17Z,husk,pm10,3.4,uq_m3
2021-04-07T15:46:57Z,husk,pm2.5,0.8,uq_m3
2021-04-07T15:46:57Z,husk,pm10,2.2,uq_m3
2021-04-07T15:52:37Z,husk,pm2.5,0.7,uq_m3
2021-04-07T15:52:37Z,husk,pm10,2.65,uq_m3
2021-04-07T15:58:17Z,husk,pm2.5,0.6,uq_m3
2021-04-07T15:58:17Z,husk,pm10,2.3,uq_m3
2021-04-07T16:03:57Z,husk,pm2.5,0.6,uq_m3
2021-04-07T16:03:57Z,husk,pm10,1.25,uq_m3
2021-04-07T16:09:37Z,husk,pm2.5,0.6,uq_m3
2021-04-07T16:09:37Z,husk,pm10,1.2,uq_m3
2021-04-07T16:15:18Z,husk,pm2.5,0.75,uq_m3
2021-04-07T16:15:18Z,husk,pm10,3.5,uq_m3
2021-04-07T16:20:58Z,husk,pm2.5,2.85,uq_m3
2021-04-07T16:20:58Z,husk,pm10,9.95,uq_m3
2021-04-07T16:26:38Z,husk,pm2.5,5.7,uq_m3
2021-04-07T16:26:38Z,husk,pm10,19.4,uq_m3
2021-04-07T16:32:18Z,husk,pm2.5,4.8,uq_m3
2021-04-07T16:32:18Z,husk,pm10,14.6,uq_m3
2021-04-07T16:37:58Z,husk,pm2.5,3.15,uq_m3
2021-04-07T16:37:58Z,husk,pm10,8.2,uq_m3
2021-04-07T16:43:38Z,husk,pm2.5,4.1,uq_m3
2021-04-07T16:43:38Z,husk,pm10,15,uq_m3
2021-04-07T16:49:19Z,husk,pm2.5,3.75,uq_m3
2021-04-07T16:49:19Z,husk,pm10,13.2,uq_m3
2021-04-07T16:54:59Z,husk,pm2.5,3.1,uq_m3
2021-04-07T16:54:59Z,husk,pm10,10.9,uq_m3
2021-04-07T17:00:39Z,husk,pm2.5,3.4,uq_m3
2021-04-07T17:00:39Z,husk,pm10,14,uq_m3
2021-04-07T17:06:19Z,husk,pm2.5,15.95,uq_m3
2021-04-07T17:06:19Z,husk,pm10,36.4,uq_m3
2021-04-07T17:11:59Z,husk,pm2.5,36.25,uq_m3
2021-04-07T17:11:59Z,husk,pm10,78.05,uq_m3
2021-04-07T17:17:39Z,husk,pm2.5,169.4,uq_m3
2021-04-07T17:17:39Z,husk,pm10,331.6,uq_m3
2021-04-07T17:23:20Z,husk,pm2.5,137.8,uq_m3
2021-04-07T17:23:20Z,husk,pm10,265.25,uq_m3
2021-04-07T17:29:00Z,husk,pm2.5,142.55,uq_m3
2021-04-07T17:29:00Z,husk,pm10,250.9,uq_m3
2021-04-07T17:34:40Z,husk,pm2.5,161.95,uq_m3
2021-04-07T17:34:40Z,husk,pm10,267.05,uq_m3
2021-04-07T17:40:20Z,husk,pm2.5,165.8,uq_m3
2021-04-07T17:40:20Z,husk,pm10,275.05,uq_m3
2021-04-07T17:46:00Z,husk,pm2.5,216.3,uq_m3
2021-04-07T17:46:00Z,husk,pm10,371.2,uq_m3
2021-04-07T17:51:40Z,husk,pm2.5,234.25,uq_m3
2021-04-07T17:51:40Z,husk,pm10,405.2,uq_m3
2021-04-07T17:57:21Z,husk,pm2.5,166.1,uq_m3
2021-04-07T17:57:21Z,husk,pm10,301.25,uq_m3
2021-04-07T18:03:01Z,husk,pm2.5,231,uq_m3
2021-04-07T18:03:01Z,husk,pm10,399.6,uq_m3
2021-04-07T18:08:41Z,husk,pm2.5,202.45,uq_m3
2021-04-07T18:08:41Z,husk,pm10,338.65,uq_m3
2021-04-07T18:14:21Z,husk,pm2.5,76.85,uq_m3
2021-04-07T18:14:21Z,husk,pm10,127.15,uq_m3
2021-04-07T18:20:01Z,husk,pm2.5,35.9,uq_m3
2021-04-07T18:20:01Z,husk,pm10,63.25,uq_m3
2021-04-07T18:25:42Z,husk,pm2.5,43.5,uq_m3
2021-04-07T18:25:42Z,husk,pm10,80.55,uq_m3
2021-04-07T18:31:22Z,husk,pm2.5,27.45,uq_m3
2021-04-07T18:31:22Z,husk,pm10,50.5,uq_m3
2021-04-07T18:37:02Z,husk,pm2.5,17.8,uq_m3
2021-04-07T18:37:02Z,husk,pm10,27.2,uq_m3
2021-04-07T18:42:42Z,husk,pm2.5,10.05,uq_m3
2021-04-07T18:42:42Z,husk,pm10,17.05,uq_m3
2021-04-07T18:48:22Z,husk,pm2.5,7.05,uq_m3
2021-04-07T18:48:22Z,husk,pm10,11.1,uq_m3
2021-04-07T18:54:02Z,husk,pm2.5,5.65,uq_m3
2021-04-07T18:54:02Z,husk,pm10,9.75,uq_m3
2021-04-07T18:59:43Z,husk,pm2.5,6.3,uq_m3
2021-04-07T18:59:43Z,husk,pm10,15.8,uq_m3
2021-04-07T19:05:23Z,husk,pm2.5,5.55,uq_m3
2021-04-07T19:05:23Z,husk,pm10,11.3,uq_m3
2021-04-07T19:11:03Z,husk,pm2.5,4.9,uq_m3
2021-04-07T19:11:03Z,husk,pm10,7.8,uq_m3
2021-04-07T19:16:43Z,husk,pm2.5,4.85,uq_m3
2021-04-07T19:16:43Z,husk,pm10,7.2,uq_m3
2021-04-07T19:22:23Z,husk,pm2.5,4.2,uq_m3
2021-04-07T19:22:23Z,husk,pm10,7.4,uq_m3
2021-04-07T19:28:03Z,husk,pm2.5,4,uq_m3
2021-04-07T19:28:03Z,husk,pm10,9.5,uq_m3
2021-04-07T19:33:44Z,husk,pm2.5,3.85,uq_m3
2021-04-07T19:33:44Z,husk,pm10,8.25,uq_m3
2021-04-07T19:39:24Z,husk,pm2.5,3.25,uq_m3
2021-04-07T19:39:24Z,husk,pm10,5.6,uq_m3
2021-04-07T19:45:04Z,husk,pm2.5,2.9,uq_m3
2021-04-07T19:45:04Z,husk,pm10,7.65,uq_m3
2021-04-07T19:50:44Z,husk,pm2.5,2.95,uq_m3
2021-04-07T19:50:44Z,husk,pm10,6.75,uq_m3
2021-04-07T19:56:24Z,husk,pm2.5,2.3,uq_m3
2021-04-07T19:56:24Z,husk,pm10,6,uq_m3
2021-04-07T20:02:05Z,husk,pm2.5,2.2,uq_m3
2021-04-07T20:02:05Z,husk,pm10,9,uq_m3
2021-04-07T20:07:45Z,husk,pm2.5,2,uq_m3
2021-04-07T20:07:45Z,husk,pm10,4,uq_m3
2021-04-07T20:13:25Z,husk,pm2.5,1.9,uq_m3
2021-04-07T20:13:25Z,husk,pm10,5.15,uq_m3
2021-04-07T20:19:05Z,husk,pm2.5,1.6,uq_m3
2021-04-07T20:19:05Z,husk,pm10,5.05,uq_m3
2021-04-07T20:24:45Z,husk,pm2.5,2.1,uq_m3
2021-04-07T20:24:45Z,husk,pm10,5.3,uq_m3
2021-04-07T20:30:25Z,husk,pm2.5,2.4,uq_m3
2021-04-07T20:30:25Z,husk,pm10,7.5,uq_m3
2021-04-07T20:36:06Z,husk,pm2.5,4.7,uq_m3
2021-04-07T20:36:06Z,husk,pm10,13.35,uq_m3
2021-04-08T20:41:50Z,husk,pm2.5,0.6,uq_m3
2021-04-08T20:41:50Z,husk,pm10,1.7,uq_m3
2021-04-08T20:47:30Z,husk,pm2.5,0.6,uq_m3
2021-04-08T20:47:30Z,husk,pm10,1.7,uq_m3
2021-04-08T20:53:10Z,husk,pm2.5,0.8,uq_m3
2021-04-08T20:53:10Z,husk,pm10,2.7,uq_m3
2021-04-08T20:58:50Z,husk,pm2.5,0.7,uq_m3
2021-04-08T20:58:50Z,husk,pm10,2.95,uq_m3
2021-04-08T21:04:31Z,husk,pm2.5,0.6,uq_m3
2021-04-08T21:04:31Z,husk,pm10,3.3,uq_m3
2021-04-08T21:10:11Z,husk,pm2.5,0.7,uq_m3
2021-04-08T21:10:11Z,husk,pm10,1.2,uq_m3
2021-04-08T21:15:51Z,husk,pm2.5,0.6,uq_m3
2021-04-08T21:15:51Z,husk,pm10,2,uq_m3
2021-04-08T21:21:31Z,husk,pm2.5,0.9,uq_m3
2021-04-08T21:21:31Z,husk,pm10,5.7,uq_m3
2021-04-08T21:27:11Z,husk,pm2.5,0.9,uq_m3
2021-04-08T21:27:11Z,husk,pm10,2.8,uq_m3
2021-04-08T21:32:52Z,husk,pm2.5,0.9,uq_m3
2021-04-08T21:32:52Z,husk,pm10,3.95,uq_m3
2021-04-08T21:38:32Z,husk,pm2.5,0.8,uq_m3
2021-04-08T21:38:32Z,husk,pm10,5,uq_m3
2021-04-08T21:44:12Z,husk,pm2.5,0.75,uq_m3
2021-04-08T21:44:12Z,husk,pm10,4.1,uq_m3
2021-04-08T21:49:52Z,husk,pm2.5,0.8,uq_m3
2021-04-08T21:49:52Z,husk,pm10,2.5,uq_m3
2021-04-08T21:55:32Z,husk,pm2.5,0.75,uq_m3
2021-04-08T21:55:32Z,husk,pm10,3.15,uq_m3
2021-04-08T22:01:12Z,husk,pm2.5,0.9,uq_m3
2021-04-08T22:01:12Z,husk,pm10,4.7,uq_m3
2021-04-08T22:06:53Z,husk,pm2.5,0.7,uq_m3
2021-04-08T22:06:53Z,husk,pm10,1.35,uq_m3
2021-04-08T22:12:33Z,husk,pm2.5,0.6,uq_m3
2021-04-08T22:12:33Z,husk,pm10,1.4,uq_m3
2021-04-08T22:18:13Z,husk,pm2.5,1.45,uq_m3
2021-04-08T22:18:13Z,husk,pm10,5.85,uq_m3
2021-04-08T22:23:53Z,husk,pm2.5,9.45,uq_m3
2021-04-08T22:23:53Z,husk,pm10,21.65,uq_m3
2021-04-08T22:29:33Z,husk,pm2.5,12.1,uq_m3
2021-04-08T22:29:33Z,husk,pm10,31.7,uq_m3
2021-04-08T22:35:14Z,husk,pm2.5,5.35,uq_m3
2021-04-08T22:35:14Z,husk,pm10,14.6,uq_m3
2021-04-08T22:40:54Z,husk,pm2.5,6.4,uq_m3
2021-04-08T22:40:54Z,husk,pm10,16.25,uq_m3
2021-04-08T22:46:34Z,husk,pm2.5,5.45,uq_m3
2021-04-08T22:46:34Z,husk,pm10,9,uq_m3
2021-04-08T22:52:14Z,husk,pm2.5,2.95,uq_m3
2021-04-08T22:52:14Z,husk,pm10,5.35,uq_m3
2021-04-07T20:41:46Z,husk,pm2.5,5.15,uq_m3
2021-04-07T20:41:46Z,husk,pm10,14.2,uq_m3
2021-04-07T20:47:26Z,husk,pm2.5,2.75,uq_m3
2021-04-07T20:47:26Z,husk,pm10,6.5,uq_m3
2021-04-07T20:53:06Z,husk,pm2.5,2.6,uq_m3
2021-04-07T20:53:06Z,husk,pm10,7.3,uq_m3
2021-04-07T20:58:46Z,husk,pm2.5,3.5,uq_m3
2021-04-07T20:58:46Z,husk,pm10,10.9,uq_m3
2021-04-07T21:04:26Z,husk,pm2.5,2.45,uq_m3
2021-04-07T21:04:26Z,husk,pm10,6.55,uq_m3
2021-04-07T21:10:07Z,husk,pm2.5,2.1,uq_m3
2021-04-07T21:10:07Z,husk,pm10,6.2,uq_m3
2021-04-07T21:15:47Z,husk,pm2.5,2.4,uq_m3
2021-04-07T21:15:47Z,husk,pm10,4.7,uq_m3
2021-04-07T21:21:27Z,husk,pm2.5,1.8,uq_m3
2021-04-07T21:21:27Z,husk,pm10,5.5,uq_m3
2021-04-07T21:27:07Z,husk,pm2.5,1.95,uq_m3
2021-04-07T21:27:07Z,husk,pm10,6.1,uq_m3
2021-04-07T21:32:47Z,husk,pm2.5,3.65,uq_m3
2021-04-07T21:32:47Z,husk,pm10,11.55,uq_m3
2021-04-07T21:38:27Z,husk,pm2.5,4.7,uq_m3
2021-04-07T21:38:27Z,husk,pm10,9.5,uq_m3
2021-04-07T21:44:08Z,husk,pm2.5,5.1,uq_m3
2021-04-07T21:44:08Z,husk,pm10,8.65,uq_m3
2021-04-07T21:49:48Z,husk,pm2.5,3.85,uq_m3
2021-04-07T21:49:48Z,husk,pm10,8.05,uq_m3
2021-04-07T21:55:28Z,husk,pm2.5,2.9,uq_m3
2021-04-07T21:55:28Z,husk,pm10,7.25,uq_m3
2021-04-07T22:01:08Z,husk,pm2.5,2.15,uq_m3
2021-04-07T22:01:08Z,husk,pm10,17.15,uq_m3
2021-04-07T22:06:48Z,husk,pm2.5,2.05,uq_m3
2021-04-07T22:06:48Z,husk,pm10,8.4,uq_m3
2021-04-07T22:12:28Z,husk,pm2.5,1.7,uq_m3
2021-04-07T22:12:28Z,husk,pm10,4.05,uq_m3
2021-04-07T22:18:09Z,husk,pm2.5,2.4,uq_m3
2021-04-07T22:18:09Z,husk,pm10,9.55,uq_m3
2021-04-07T22:23:49Z,husk,pm2.5,3.5,uq_m3
2021-04-07T22:23:49Z,husk,pm10,13.25,uq_m3
2021-04-07T22:29:29Z,husk,pm2.5,2.95,uq_m3
2021-04-07T22:29:29Z,husk,pm10,12,uq_m3
2021-04-07T22:35:09Z,husk,pm2.5,5,uq_m3
2021-04-07T22:35:09Z,husk,pm10,14.1,uq_m3
2021-04-07T22:40:49Z,husk,pm2.5,6.7,uq_m3
2021-04-07T22:40:49Z,husk,pm10,13.5,uq_m3
2021-04-07T22:46:30Z,husk,pm2.5,6.2,uq_m3
2021-04-07T22:46:30Z,husk,pm10,12.4,uq_m3
2021-04-07T22:52:10Z,husk,pm2.5,4.3,uq_m3
2021-04-07T22:52:10Z,husk,pm10,8.35,uq_m3
2021-04-07T22:57:50Z,husk,pm2.5,3.35,uq_m3
2021-04-07T22:57:50Z,husk,pm10,7.35,uq_m3
2021-04-07T23:03:30Z,husk,pm2.5,1.9,uq_m3
2021-04-07T23:03:30Z,husk,pm10,8.6,uq_m3
2021-04-07T23:09:10Z,husk,pm2.5,1.75,uq_m3
2021-04-07T23:09:10Z,husk,pm10,6.3,uq_m3
2021-04-07T23:14:50Z,husk,pm2.5,3.2,uq_m3
2021-04-07T23:14:50Z,husk,pm10,8.2,uq_m3
2021-04-07T23:20:31Z,husk,pm2.5,2.4,uq_m3
2021-04-07T23:20:31Z,husk,pm10,3.95,uq_m3
2021-04-07T23:26:11Z,husk,pm2.5,1.9,uq_m3
2021-04-07T23:26:11Z,husk,pm10,3.4,uq_m3
2021-04-07T23:31:51Z,husk,pm2.5,1.8,uq_m3
2021-04-07T23:31:51Z,husk,pm10,4.1,uq_m3
2021-04-07T23:37:31Z,husk,pm2.5,1.4,uq_m3
2021-04-07T23:37:31Z,husk,pm10,3.15,uq_m3
2021-04-07T23:43:11Z,husk,pm2.5,1.3,uq_m3
2021-04-07T23:43:11Z,husk,pm10,5.2,uq_m3
2021-04-07T23:48:51Z,husk,pm2.5,1.4,uq_m3
2021-04-07T23:48:51Z,husk,pm10,4.75,uq_m3
2021-04-07T23:54:31Z,husk,pm2.5,1.3,uq_m3
2021-04-07T23:54:31Z,husk,pm10,4.1,uq_m3
2021-04-08T00:00:12Z,husk,pm2.5,1.2,uq_m3
2021-04-08T00:00:12Z,husk,pm10,3.65,uq_m3
2021-04-08T00:05:52Z,husk,pm2.5,0.9,uq_m3
2021-04-08T00:05:52Z,husk,pm10,4.95,uq_m3
2021-04-08T00:11:32Z,husk,pm2.5,1.1,uq_m3
2021-04-08T00:11:32Z,husk,pm10,6.4,uq_m3
2021-04-08T00:17:12Z,husk,pm2.5,1,uq_m3
2021-04-08T00:17:12Z,husk,pm10,7.7,uq_m3
2021-04-08T00:22:52Z,husk,pm2.5,0.9,uq_m3
2021-04-08T00:22:52Z,husk,pm10,7.75,uq_m3
2021-04-08T00:28:32Z,husk,pm2.5,1,uq_m3
2021-04-08T00:28:32Z,husk,pm10,2.6,uq_m3
2021-04-08T00:34:13Z,husk,pm2.5,0.9,uq_m3
2021-04-08T00:34:13Z,husk,pm10,2.75,uq_m3
2021-04-08T00:39:53Z,husk,pm2.5,1,uq_m3
2021-04-08T00:39:53Z,husk,pm10,4.8,uq_m3
2021-04-08T00:45:33Z,husk,pm2.5,0.9,uq_m3
2021-04-08T00:45:33Z,husk,pm10,6.2,uq_m3
2021-04-08T00:51:13Z,husk,pm2.5,0.85,uq_m3
2021-04-08T00:51:13Z,husk,pm10,3.05,uq_m3
2021-04-08T00:56:53Z,husk,pm2.5,1.1,uq_m3
2021-04-08T00:56:53Z,husk,pm10,5.95,uq_m3
2021-04-08T01:02:33Z,husk,pm2.5,1.2,uq_m3
2021-04-08T01:02:33Z,husk,pm10,4,uq_m3
2021-04-08T01:08:14Z,husk,pm2.5,0.95,uq_m3
2021-04-08T01:08:14Z,husk,pm10,3.9,uq_m3
2021-04-08T01:13:54Z,husk,pm2.5,0.9,uq_m3
2021-04-08T01:13:54Z,husk,pm10,4.7,uq_m3
2021-04-08T01:19:34Z,husk,pm2.5,0.8,uq_m3
2021-04-08T01:19:34Z,husk,pm10,7.35,uq_m3
2021-04-08T01:25:14Z,husk,pm2.5,0.9,uq_m3
2021-04-08T01:25:14Z,husk,pm10,6.15,uq_m3
2021-04-08T01:30:54Z,husk,pm2.5,0.8,uq_m3
2021-04-08T01:30:54Z,husk,pm10,2.3,uq_m3
2021-04-08T01:36:35Z,husk,pm2.5,0.85,uq_m3
2021-04-08T01:36:35Z,husk,pm10,2.4,uq_m3
2021-04-08T01:42:15Z,husk,pm2.5,0.9,uq_m3
2021-04-08T01:42:15Z,husk,pm10,3.3,uq_m3
2021-04-08T01:47:55Z,husk,pm2.5,1,uq_m3
2021-04-08T01:47:55Z,husk,pm10,3.25,uq_m3
2021-04-08T01:53:35Z,husk,pm2.5,0.7,uq_m3
2021-04-08T01:53:35Z,husk,pm10,1.6,uq_m3
2021-04-08T01:59:15Z,husk,pm2.5,0.6,uq_m3
2021-04-08T01:59:15Z,husk,pm10,3.2,uq_m3
2021-04-08T02:04:55Z,husk,pm2.5,0.8,uq_m3
2021-04-08T02:04:55Z,husk,pm10,3.85,uq_m3
2021-04-08T02:10:36Z,husk,pm2.5,0.65,uq_m3
2021-04-08T02:10:36Z,husk,pm10,1.25,uq_m3
2021-04-08T02:16:16Z,husk,pm2.5,0.6,uq_m3
2021-04-08T02:16:16Z,husk,pm10,1.15,uq_m3
2021-04-08T02:21:56Z,husk,pm2.5,0.7,uq_m3
2021-04-08T02:21:56Z,husk,pm10,2.7,uq_m3
2021-04-08T02:27:36Z,husk,pm2.5,0.6,uq_m3
2021-04-08T02:27:36Z,husk,pm10,3.15,uq_m3
2021-04-08T02:33:16Z,husk,pm2.5,2.9,uq_m3
2021-04-08T02:33:16Z,husk,pm10,7.7,uq_m3
2021-04-08T02:38:57Z,husk,pm2.5,4.8,uq_m3
2021-04-08T02:38:57Z,husk,pm10,13.2,uq_m3
2021-04-08T02:44:37Z,husk,pm2.5,3.3,uq_m3
2021-04-08T02:44:37Z,husk,pm10,9.4,uq_m3
2021-04-08T02:50:17Z,husk,pm2.5,2.4,uq_m3
2021-04-08T02:50:17Z,husk,pm10,6.35,uq_m3
2021-04-08T02:55:57Z,husk,pm2.5,1.9,uq_m3
2021-04-08T02:55:57Z,husk,pm10,5.45,uq_m3
2021-04-08T03:01:37Z,husk,pm2.5,1.2,uq_m3
2021-04-08T03:01:37Z,husk,pm10,3.05,uq_m3
2021-04-08T03:07:17Z,husk,pm2.5,0.9,uq_m3
2021-04-08T03:07:17Z,husk,pm10,1.9,uq_m3
2021-04-08T03:12:58Z,husk,pm2.5,1,uq_m3
2021-04-08T03:12:58Z,husk,pm10,3.65,uq_m3
2021-04-08T03:18:38Z,husk,pm2.5,0.6,uq_m3
2021-04-08T03:18:38Z,husk,pm10,2.65,uq_m3
2021-04-08T03:24:18Z,husk,pm2.5,0.8,uq_m3
2021-04-08T03:24:18Z,husk,pm10,5.9,uq_m3
2021-04-08T03:29:58Z,husk,pm2.5,1.4,uq_m3
2021-04-08T03:29:58Z,husk,pm10,4,uq_m3
2021-04-08T03:35:38Z,husk,pm2.5,1.6,uq_m3
2021-04-08T03:35:38Z,husk,pm10,4.55,uq_m3
2021-04-08T03:41:19Z,husk,pm2.5,2.05,uq_m3
2021-04-08T03:41:19Z,husk,pm10,5.75,uq_m3
2021-04-08T03:46:59Z,husk,pm2.5,2.95,uq_m3
2021-04-08T03:46:59Z,husk,pm10,7.1,uq_m3
2021-04-08T03:52:39Z,husk,pm2.5,2.2,uq_m3
2021-04-08T03:52:39Z,husk,pm10,14.2,uq_m3
2021-04-08T03:58:19Z,husk,pm2.5,3.7,uq_m3
2021-04-08T03:58:19Z,husk,pm10,14.4,uq_m3
2021-04-08T04:03:59Z,husk,pm2.5,2.8,uq_m3
2021-04-08T04:03:59Z,husk,pm10,13,uq_m3
2021-04-08T04:09:40Z,husk,pm2.5,2.6,uq_m3
2021-04-08T04:09:40Z,husk,pm10,9.1,uq_m3
2021-04-08T04:15:20Z,husk,pm2.5,3.15,uq_m3
2021-04-08T04:15:20Z,husk,pm10,9.15,uq_m3
2021-04-08T04:21:00Z,husk,pm2.5,3.7,uq_m3
2021-04-08T04:21:00Z,husk,pm10,10.3,uq_m3
2021-04-08T04:26:40Z,husk,pm2.5,3.65,uq_m3
2021-04-08T04:26:40Z,husk,pm10,10.25,uq_m3
2021-04-08T04:32:20Z,husk,pm2.5,3.95,uq_m3
2021-04-08T04:32:20Z,husk,pm10,11.5,uq_m3
2021-04-08T04:38:00Z,husk,pm2.5,2.85,uq_m3
2021-04-08T04:38:00Z,husk,pm10,8.6,uq_m3
2021-04-08T04:43:41Z,husk,pm2.5,1.6,uq_m3
2021-04-08T04:43:41Z,husk,pm10,6.3,uq_m3
2021-04-08T04:49:21Z,husk,pm2.5,1.1,uq_m3
2021-04-08T04:49:21Z,husk,pm10,3.75,uq_m3
2021-04-08T04:55:01Z,husk,pm2.5,1.65,uq_m3
2021-04-08T04:55:01Z,husk,pm10,6.85,uq_m3
2021-04-08T05:00:41Z,husk,pm2.5,3.4,uq_m3
2021-04-08T05:00:41Z,husk,pm10,10.7,uq_m3
2021-04-08T05:06:21Z,husk,pm2.5,4.8,uq_m3
2021-04-08T05:06:21Z,husk,pm10,14.3,uq_m3
2021-04-08T05:12:02Z,husk,pm2.5,5,uq_m3
2021-04-08T05:12:02Z,husk,pm10,11.8,uq_m3
2021-04-08T05:17:42Z,husk,pm2.5,4.25,uq_m3
2021-04-08T05:17:42Z,husk,pm10,9.15,uq_m3
2021-04-08T05:23:22Z,husk,pm2.5,2.9,uq_m3
2021-04-08T05:23:22Z,husk,pm10,6.4,uq_m3
2021-04-08T05:29:02Z,husk,pm2.5,3.3,uq_m3
2021-04-08T05:29:02Z,husk,pm10,7.55,uq_m3
2021-04-08T05:34:42Z,husk,pm2.5,4,uq_m3
2021-04-08T05:34:42Z,husk,pm10,10,uq_m3
2021-04-08T05:40:22Z,husk,pm2.5,4.3,uq_m3
2021-04-08T05:40:22Z,husk,pm10,9.3,uq_m3
2021-04-08T05:46:03Z,husk,pm2.5,4,uq_m3
2021-04-08T05:46:03Z,husk,pm10,8.1,uq_m3
2021-04-08T05:51:43Z,husk,pm2.5,4.1,uq_m3
2021-04-08T05:51:43Z,husk,pm10,10.9,uq_m3
2021-04-08T05:57:23Z,husk,pm2.5,4.1,uq_m3
2021-04-08T05:57:23Z,husk,pm10,10.2,uq_m3
2021-04-08T06:03:03Z,husk,pm2.5,4.7,uq_m3
2021-04-08T06:03:03Z,husk,pm10,11.75,uq_m3
2021-04-08T06:08:43Z,husk,pm2.5,4.7,uq_m3
